"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2019,11,"9E","Endeavor Air Inc.","ABE","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",51.00,3.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,127.00,79.00,0.00,0.00,0.00,48.00,
2019,11,"9E","Endeavor Air Inc.","AEX","Alexandria, LA: Alexandria International",106.00,13.00,6.56,0.63,2.32,0.00,3.48,0.00,0.00,756.00,419.00,53.00,85.00,0.00,199.00,
2019,11,"9E","Endeavor Air Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",135.00,11.00,6.02,0.00,3.04,0.00,1.94,0.00,0.00,778.00,565.00,0.00,119.00,0.00,94.00,
2019,11,"9E","Endeavor Air Inc.","ALB","Albany, NY: Albany International",25.00,2.00,0.64,0.00,0.00,0.00,1.36,1.00,0.00,59.00,14.00,0.00,0.00,0.00,45.00,
2019,11,"9E","Endeavor Air Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",3043.00,311.00,78.62,7.03,93.13,0.00,132.21,0.00,3.00,21529.00,8522.00,487.00,3304.00,0.00,9216.00,
2019,11,"9E","Endeavor Air Inc.","ATW","Appleton, WI: Appleton International",51.00,7.00,2.83,0.13,2.52,0.00,1.52,0.00,0.00,286.00,110.00,14.00,76.00,0.00,86.00,
2019,11,"9E","Endeavor Air Inc.","AUS","Austin, TX: Austin - Bergstrom International",36.00,1.00,0.00,0.00,0.37,0.00,0.63,0.00,0.00,49.00,0.00,0.00,18.00,0.00,31.00,
2019,11,"9E","Endeavor Air Inc.","AVL","Asheville, NC: Asheville Regional",157.00,14.00,10.86,0.34,2.60,0.00,0.19,0.00,1.00,675.00,599.00,10.00,61.00,0.00,5.00,
2019,11,"9E","Endeavor Air Inc.","BDL","Hartford, CT: Bradley International",52.00,5.00,0.54,0.00,0.60,0.00,3.87,0.00,0.00,277.00,17.00,0.00,54.00,0.00,206.00,
2019,11,"9E","Endeavor Air Inc.","BGR","Bangor, ME: Bangor International",82.00,9.00,3.29,0.00,1.51,0.00,4.19,0.00,0.00,557.00,229.00,0.00,47.00,0.00,281.00,
2019,11,"9E","Endeavor Air Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",19.00,4.00,0.10,0.00,0.55,0.00,3.34,0.00,0.00,245.00,5.00,0.00,19.00,0.00,221.00,
2019,11,"9E","Endeavor Air Inc.","BIS","Bismarck/Mandan, ND: Bismarck Municipal",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,11,"9E","Endeavor Air Inc.","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",77.00,7.00,1.21,1.00,2.17,0.00,2.62,0.00,0.00,238.00,45.00,49.00,47.00,0.00,97.00,
2019,11,"9E","Endeavor Air Inc.","BNA","Nashville, TN: Nashville International",48.00,6.00,3.00,0.00,1.46,0.00,1.54,0.00,0.00,361.00,230.00,0.00,51.00,0.00,80.00,
2019,11,"9E","Endeavor Air Inc.","BOS","Boston, MA: Logan International",296.00,36.00,6.37,0.83,18.28,0.00,10.51,0.00,1.00,2050.00,378.00,25.00,884.00,0.00,763.00,
2019,11,"9E","Endeavor Air Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",196.00,14.00,7.15,1.00,0.57,0.00,5.28,0.00,0.00,628.00,360.00,66.00,11.00,0.00,191.00,
2019,11,"9E","Endeavor Air Inc.","BTV","Burlington, VT: Burlington International",218.00,31.00,5.08,0.37,10.73,0.00,14.82,0.00,2.00,2196.00,431.00,117.00,511.00,0.00,1137.00,
2019,11,"9E","Endeavor Air Inc.","BUF","Buffalo, NY: Buffalo Niagara International",167.00,19.00,7.87,0.00,2.00,0.00,9.14,1.00,0.00,1420.00,847.00,0.00,58.00,0.00,515.00,
2019,11,"9E","Endeavor Air Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",217.00,17.00,5.90,0.09,2.13,0.00,8.89,0.00,0.00,1773.00,856.00,12.00,69.00,0.00,836.00,
2019,11,"9E","Endeavor Air Inc.","CAE","Columbia, SC: Columbia Metropolitan",43.00,7.00,2.64,0.00,1.56,0.00,2.80,0.00,0.00,333.00,138.00,0.00,45.00,0.00,150.00,
2019,11,"9E","Endeavor Air Inc.","CAK","Akron, OH: Akron-Canton Regional",52.00,5.00,1.20,0.00,0.83,0.00,2.97,0.00,0.00,137.00,27.00,0.00,19.00,0.00,91.00,
2019,11,"9E","Endeavor Air Inc.","CHA","Chattanooga, TN: Lovell Field",85.00,10.00,2.93,0.00,2.33,0.00,4.75,0.00,0.00,537.00,96.00,0.00,108.00,0.00,333.00,
2019,11,"9E","Endeavor Air Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",176.00,20.00,8.58,1.00,1.24,0.00,9.18,0.00,0.00,1593.00,514.00,73.00,55.00,0.00,951.00,
2019,11,"9E","Endeavor Air Inc.","CHS","Charleston, SC: Charleston AFB/International",28.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,39.00,21.00,0.00,0.00,0.00,18.00,
2019,11,"9E","Endeavor Air Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",79.00,8.00,1.27,0.00,2.05,0.00,4.68,0.00,0.00,303.00,43.00,0.00,53.00,0.00,207.00,
2019,11,"9E","Endeavor Air Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",329.00,44.00,13.86,0.04,11.02,0.00,19.08,0.00,0.00,2364.00,798.00,12.00,393.00,0.00,1161.00,
2019,11,"9E","Endeavor Air Inc.","CLT","Charlotte, NC: Charlotte Douglas International",254.00,36.00,14.03,0.00,6.73,0.00,15.23,0.00,1.00,2812.00,976.00,0.00,295.00,0.00,1541.00,
2019,11,"9E","Endeavor Air Inc.","CMH","Columbus, OH: John Glenn Columbus International",73.00,9.00,3.68,0.00,4.17,0.00,1.15,0.00,0.00,345.00,131.00,0.00,146.00,0.00,68.00,
2019,11,"9E","Endeavor Air Inc.","CRW","Charleston/Dunbar, WV: Yeager",39.00,3.00,0.12,0.00,0.00,0.00,2.88,0.00,0.00,85.00,3.00,0.00,0.00,0.00,82.00,
2019,11,"9E","Endeavor Air Inc.","CSG","Columbus, GA: Columbus Airport",110.00,12.00,7.43,0.00,1.72,0.00,2.85,0.00,0.00,1715.00,1451.00,0.00,63.00,0.00,201.00,
2019,11,"9E","Endeavor Air Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",799.00,97.00,29.54,1.50,17.62,0.00,48.33,4.00,0.00,6695.00,2368.00,58.00,660.00,0.00,3609.00,
2019,11,"9E","Endeavor Air Inc.","CWA","Mosinee, WI: Central Wisconsin",136.00,15.00,5.57,0.08,5.84,0.00,3.51,1.00,1.00,1137.00,450.00,20.00,224.00,0.00,443.00,
2019,11,"9E","Endeavor Air Inc.","DAY","Dayton, OH: James M Cox/Dayton International",68.00,7.00,2.14,1.00,0.29,0.00,3.56,0.00,0.00,771.00,177.00,135.00,50.00,0.00,409.00,
2019,11,"9E","Endeavor Air Inc.","DCA","Washington, DC: Ronald Reagan Washington National",102.00,12.00,2.72,0.00,5.93,0.00,3.35,0.00,0.00,529.00,57.00,0.00,368.00,0.00,104.00,
2019,11,"9E","Endeavor Air Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",100.00,17.00,2.89,0.53,6.59,0.00,7.00,0.00,0.00,839.00,281.00,33.00,234.00,0.00,291.00,
2019,11,"9E","Endeavor Air Inc.","DSM","Des Moines, IA: Des Moines International",259.00,44.00,13.53,1.91,12.25,0.00,16.31,0.00,0.00,3423.00,1220.00,538.00,686.00,0.00,979.00,
2019,11,"9E","Endeavor Air Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",1410.00,197.00,46.10,7.80,60.48,0.00,82.62,11.00,1.00,17346.00,5764.00,994.00,4117.00,0.00,6471.00,
2019,11,"9E","Endeavor Air Inc.","EVV","Evansville, IN: Evansville Regional",182.00,20.00,9.69,0.00,4.56,0.00,5.75,2.00,1.00,1185.00,696.00,0.00,181.00,0.00,308.00,
2019,11,"9E","Endeavor Air Inc.","EWN","New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",60.00,7.00,3.41,0.00,0.45,0.00,3.14,0.00,1.00,430.00,279.00,0.00,26.00,0.00,125.00,
2019,11,"9E","Endeavor Air Inc.","EWR","Newark, NJ: Newark Liberty International",60.00,16.00,1.55,1.92,10.41,0.00,2.12,0.00,0.00,862.00,56.00,202.00,514.00,0.00,90.00,
2019,11,"9E","Endeavor Air Inc.","EYW","Key West, FL: Key West International",29.00,4.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,830.00,811.00,0.00,0.00,0.00,19.00,
2019,11,"9E","Endeavor Air Inc.","FAR","Fargo, ND: Hector International",25.00,5.00,1.21,0.00,2.54,0.00,1.26,0.00,0.00,250.00,73.00,0.00,71.00,0.00,106.00,
2019,11,"9E","Endeavor Air Inc.","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,11,"9E","Endeavor Air Inc.","FNT","Flint, MI: Bishop International",55.00,6.00,2.18,0.42,0.28,0.00,3.13,0.00,0.00,201.00,71.00,21.00,8.00,0.00,101.00,
2019,11,"9E","Endeavor Air Inc.","FSD","Sioux Falls, SD: Joe Foss Field",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,11,"9E","Endeavor Air Inc.","FWA","Fort Wayne, IN: Fort Wayne International",23.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,23.00,
2019,11,"9E","Endeavor Air Inc.","GNV","Gainesville, FL: Gainesville Regional",142.00,6.00,3.78,0.00,0.26,0.00,1.96,0.00,0.00,232.00,126.00,0.00,16.00,0.00,90.00,
2019,11,"9E","Endeavor Air Inc.","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",102.00,8.00,5.39,0.00,0.56,0.00,2.06,0.00,1.00,339.00,231.00,0.00,25.00,0.00,83.00,
2019,11,"9E","Endeavor Air Inc.","GRB","Green Bay, WI: Green Bay Austin Straubel International",128.00,15.00,3.15,0.93,4.57,0.00,6.35,1.00,0.00,1240.00,99.00,261.00,203.00,0.00,677.00,
2019,11,"9E","Endeavor Air Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",137.00,21.00,8.99,0.00,2.37,0.00,9.64,1.00,0.00,1220.00,454.00,0.00,94.00,0.00,672.00,
2019,11,"9E","Endeavor Air Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",166.00,19.00,7.68,0.45,3.58,0.00,7.29,1.00,0.00,2035.00,972.00,53.00,150.00,0.00,860.00,
2019,11,"9E","Endeavor Air Inc.","GSP","Greer, SC: Greenville-Spartanburg International",69.00,11.00,4.43,0.00,1.74,0.00,4.83,1.00,0.00,551.00,211.00,0.00,63.00,0.00,277.00,
2019,11,"9E","Endeavor Air Inc.","HPN","White Plains, NY: Westchester County",76.00,4.00,3.00,0.00,0.00,0.00,1.00,0.00,1.00,146.00,131.00,0.00,0.00,0.00,15.00,
2019,11,"9E","Endeavor Air Inc.","IAD","Washington, DC: Washington Dulles International",109.00,5.00,1.00,0.00,2.09,0.00,1.91,0.00,0.00,448.00,72.00,0.00,59.00,0.00,317.00,
2019,11,"9E","Endeavor Air Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",72.00,19.00,6.28,0.21,9.97,0.00,2.54,0.00,0.00,1056.00,480.00,18.00,321.00,0.00,237.00,
2019,11,"9E","Endeavor Air Inc.","IND","Indianapolis, IN: Indianapolis International",219.00,21.00,8.34,0.00,2.87,0.00,9.79,2.00,0.00,1386.00,478.00,0.00,180.00,0.00,728.00,
2019,11,"9E","Endeavor Air Inc.","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,11,"9E","Endeavor Air Inc.","JAX","Jacksonville, FL: Jacksonville International",135.00,11.00,3.30,0.00,1.10,0.00,6.60,0.00,0.00,606.00,126.00,0.00,71.00,0.00,409.00,
2019,11,"9E","Endeavor Air Inc.","JFK","New York, NY: John F. Kennedy International",1571.00,120.00,30.30,1.08,34.19,1.00,53.43,3.00,0.00,8883.00,3175.00,77.00,1371.00,27.00,4233.00,
2019,11,"9E","Endeavor Air Inc.","LAN","Lansing, MI: Capital Region International",69.00,13.00,6.30,0.62,3.48,0.00,2.60,0.00,0.00,1323.00,933.00,36.00,163.00,0.00,191.00,
2019,11,"9E","Endeavor Air Inc.","LEX","Lexington, KY: Blue Grass",228.00,28.00,9.70,0.27,8.37,0.00,9.66,1.00,0.00,1571.00,778.00,27.00,282.00,0.00,484.00,
2019,11,"9E","Endeavor Air Inc.","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",78.00,5.00,1.74,0.00,1.37,0.00,1.89,0.00,0.00,177.00,80.00,0.00,33.00,0.00,64.00,
2019,11,"9E","Endeavor Air Inc.","LGA","New York, NY: LaGuardia",2386.00,426.00,60.97,2.85,218.43,0.00,143.75,0.00,2.00,31295.00,8948.00,150.00,10935.00,0.00,11262.00,
2019,11,"9E","Endeavor Air Inc.","LNK","Lincoln, NE: Lincoln Airport",18.00,2.00,0.82,0.00,0.36,0.00,0.82,0.00,0.00,63.00,19.00,0.00,7.00,0.00,37.00,
2019,11,"9E","Endeavor Air Inc.","MBS","Saginaw/Bay City/Midland, MI: MBS International",46.00,6.00,1.31,0.28,2.18,0.00,2.23,0.00,0.00,428.00,31.00,24.00,154.00,0.00,219.00,
2019,11,"9E","Endeavor Air Inc.","MCI","Kansas City, MO: Kansas City International",159.00,25.00,6.99,0.00,9.16,0.00,8.84,0.00,0.00,1232.00,458.00,0.00,294.00,0.00,480.00,
2019,11,"9E","Endeavor Air Inc.","MDT","Harrisburg, PA: Harrisburg International",45.00,5.00,2.25,0.00,0.82,0.00,1.92,1.00,0.00,291.00,127.00,0.00,42.00,0.00,122.00,
2019,11,"9E","Endeavor Air Inc.","MDW","Chicago, IL: Chicago Midway International",3.00,1.00,0.85,0.00,0.15,0.00,0.00,0.00,0.00,62.00,53.00,0.00,9.00,0.00,0.00,
2019,11,"9E","Endeavor Air Inc.","MEM","Memphis, TN: Memphis International",117.00,20.00,4.72,0.00,5.89,0.00,9.39,0.00,0.00,1204.00,247.00,0.00,288.00,0.00,669.00,
2019,11,"9E","Endeavor Air Inc.","MHT","Manchester, NH: Manchester-Boston Regional",24.00,7.00,2.01,0.00,0.10,0.00,4.89,0.00,0.00,1438.00,644.00,0.00,5.00,0.00,789.00,
2019,11,"9E","Endeavor Air Inc.","MKE","Milwaukee, WI: General Mitchell International",27.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,130.00,0.00,0.00,0.00,0.00,
2019,11,"9E","Endeavor Air Inc.","MLI","Moline, IL: Quad City International",80.00,8.00,4.11,0.00,0.09,0.00,3.80,0.00,0.00,543.00,322.00,0.00,2.00,0.00,219.00,
2019,11,"9E","Endeavor Air Inc.","MOB","Mobile, AL: Mobile Regional",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,11,"9E","Endeavor Air Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",98.00,18.00,7.59,0.00,2.98,0.00,7.42,0.00,0.00,911.00,374.00,0.00,139.00,0.00,398.00,
2019,11,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",1023.00,132.00,22.36,3.79,36.91,0.00,68.94,2.00,0.00,8347.00,1628.00,352.00,1941.00,0.00,4426.00,
2019,11,"9E","Endeavor Air Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,11,"9E","Endeavor Air Inc.","OAJ","Jacksonville/Camp Lejeune, NC: Albert J Ellis",100.00,8.00,3.10,0.00,2.00,0.00,2.90,0.00,2.00,400.00,164.00,0.00,50.00,0.00,186.00,
2019,11,"9E","Endeavor Air Inc.","OMA","Omaha, NE: Eppley Airfield",65.00,9.00,3.31,0.00,2.82,0.00,2.87,0.00,0.00,378.00,139.00,0.00,109.00,0.00,130.00,
2019,11,"9E","Endeavor Air Inc.","ORD","Chicago, IL: Chicago O'Hare International",143.00,12.00,4.00,0.17,7.14,0.00,0.69,6.00,1.00,525.00,234.00,21.00,245.00,0.00,25.00,
2019,11,"9E","Endeavor Air Inc.","ORF","Norfolk, VA: Norfolk International",229.00,25.00,12.50,0.00,6.15,0.00,6.35,0.00,0.00,1921.00,1299.00,0.00,261.00,0.00,361.00,
2019,11,"9E","Endeavor Air Inc.","PHF","Newport News/Williamsburg, VA: Newport News/Williamsburg International",55.00,4.00,2.96,0.00,0.04,0.00,1.00,0.00,0.00,128.00,92.00,0.00,1.00,0.00,35.00,
2019,11,"9E","Endeavor Air Inc.","PHL","Philadelphia, PA: Philadelphia International",143.00,15.00,4.22,0.15,4.33,0.00,6.30,0.00,0.00,1144.00,325.00,11.00,248.00,0.00,560.00,
2019,11,"9E","Endeavor Air Inc.","PIT","Pittsburgh, PA: Pittsburgh International",371.00,35.00,10.55,0.00,8.26,0.00,16.19,1.00,0.00,2216.00,521.00,0.00,415.00,0.00,1280.00,
2019,11,"9E","Endeavor Air Inc.","PWM","Portland, ME: Portland International Jetport",198.00,36.00,10.61,0.10,7.49,0.00,17.80,0.00,0.00,2714.00,942.00,22.00,340.00,0.00,1410.00,
2019,11,"9E","Endeavor Air Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",698.00,55.00,16.39,0.00,12.97,0.00,25.64,0.00,0.00,2902.00,762.00,0.00,575.00,0.00,1565.00,
2019,11,"9E","Endeavor Air Inc.","RIC","Richmond, VA: Richmond International",220.00,25.00,7.78,0.00,10.30,0.00,6.92,0.00,0.00,1391.00,592.00,0.00,331.00,0.00,468.00,
2019,11,"9E","Endeavor Air Inc.","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",82.00,9.00,6.37,0.00,1.56,0.00,1.07,0.00,0.00,422.00,287.00,0.00,52.00,0.00,83.00,
2019,11,"9E","Endeavor Air Inc.","ROC","Rochester, NY: Greater Rochester International",173.00,19.00,11.02,0.00,2.32,0.00,5.67,0.00,0.00,1433.00,806.00,0.00,106.00,0.00,521.00,
2019,11,"9E","Endeavor Air Inc.","RST","Rochester, MN: Rochester International",49.00,2.00,0.33,0.00,0.67,0.00,1.00,0.00,0.00,150.00,9.00,0.00,18.00,0.00,123.00,
2019,11,"9E","Endeavor Air Inc.","RSW","Fort Myers, FL: Southwest Florida International",55.00,9.00,1.79,0.00,2.76,0.00,4.45,0.00,0.00,948.00,79.00,0.00,574.00,0.00,295.00,
2019,11,"9E","Endeavor Air Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",107.00,13.00,2.76,0.00,5.15,0.00,5.09,0.00,0.00,602.00,145.00,0.00,174.00,0.00,283.00,
2019,11,"9E","Endeavor Air Inc.","SDF","Louisville, KY: Louisville Muhammad Ali International",20.00,6.00,2.98,0.00,0.89,0.00,2.13,0.00,0.00,249.00,129.00,0.00,36.00,0.00,84.00,
2019,11,"9E","Endeavor Air Inc.","SGF","Springfield, MO: Springfield-Branson National",109.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,37.00,37.00,0.00,0.00,0.00,0.00,
2019,11,"9E","Endeavor Air Inc.","SHV","Shreveport, LA: Shreveport Regional",77.00,8.00,4.37,0.00,1.23,0.00,2.40,0.00,0.00,378.00,177.00,0.00,45.00,0.00,156.00,
2019,11,"9E","Endeavor Air Inc.","STL","St. Louis, MO: St Louis Lambert International",114.00,18.00,5.23,0.00,2.81,0.00,9.96,0.00,0.00,943.00,343.00,0.00,129.00,0.00,471.00,
2019,11,"9E","Endeavor Air Inc.","SYR","Syracuse, NY: Syracuse Hancock International",111.00,6.00,2.35,0.00,0.02,0.00,3.63,0.00,0.00,293.00,174.00,0.00,1.00,0.00,118.00,
2019,11,"9E","Endeavor Air Inc.","TLH","Tallahassee, FL: Tallahassee International",80.00,4.00,3.10,0.00,0.00,0.00,0.90,0.00,0.00,150.00,94.00,0.00,0.00,0.00,56.00,
2019,11,"9E","Endeavor Air Inc.","TPA","Tampa, FL: Tampa International",74.00,7.00,2.83,0.00,1.00,0.00,3.17,0.00,0.00,362.00,150.00,0.00,15.00,0.00,197.00,
2019,11,"9E","Endeavor Air Inc.","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",25.00,4.00,2.92,1.00,0.00,0.00,0.08,0.00,0.00,243.00,145.00,94.00,0.00,0.00,4.00,
2019,11,"9E","Endeavor Air Inc.","TUL","Tulsa, OK: Tulsa International",56.00,8.00,4.80,0.00,1.40,0.00,1.80,0.00,0.00,366.00,163.00,0.00,55.00,0.00,148.00,
2019,11,"9E","Endeavor Air Inc.","TVC","Traverse City, MI: Cherry Capital",6.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,67.00,0.00,0.00,0.00,0.00,
2019,11,"9E","Endeavor Air Inc.","TYS","Knoxville, TN: McGhee Tyson",373.00,46.00,11.04,0.80,9.43,0.00,24.73,0.00,2.00,3094.00,749.00,63.00,571.00,0.00,1711.00,
2019,11,"9E","Endeavor Air Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",182.00,24.00,8.24,0.48,5.90,0.00,9.37,0.00,0.00,999.00,484.00,15.00,219.00,0.00,281.00,
2019,11,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",274.00,68.00,23.85,3.01,20.79,0.00,20.35,2.00,0.00,3155.00,1043.00,537.00,648.00,0.00,927.00,
2019,11,"AA","American Airlines Inc.","ALB","Albany, NY: Albany International",88.00,7.00,2.44,0.00,2.11,0.75,1.70,0.00,0.00,229.00,115.00,0.00,43.00,21.00,50.00,
2019,11,"AA","American Airlines Inc.","AMA","Amarillo, TX: Rick Husband Amarillo International",47.00,16.00,3.73,1.00,2.78,0.00,8.49,0.00,0.00,1238.00,334.00,89.00,118.00,0.00,697.00,
2019,11,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1067.00,147.00,67.37,1.13,28.53,0.00,49.97,3.00,1.00,7973.00,3735.00,351.00,872.00,0.00,3015.00,
2019,11,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",928.00,132.00,49.33,1.54,32.01,0.23,48.89,2.00,0.00,8166.00,3616.00,268.00,1034.00,10.00,3238.00,
2019,11,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",436.00,55.00,30.80,0.78,10.51,0.00,12.91,3.00,0.00,2397.00,1284.00,122.00,287.00,0.00,704.00,
2019,11,"AA","American Airlines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",23.00,5.00,1.26,0.00,1.00,0.00,2.74,0.00,0.00,355.00,55.00,0.00,63.00,0.00,237.00,
2019,11,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",628.00,83.00,36.89,0.09,18.44,0.32,27.26,3.00,1.00,5658.00,3083.00,23.00,559.00,12.00,1981.00,
2019,11,"AA","American Airlines Inc.","BOI","Boise, ID: Boise Air Terminal",59.00,5.00,2.17,0.00,1.89,0.00,0.93,0.00,0.00,167.00,74.00,0.00,75.00,0.00,18.00,
2019,11,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",1974.00,353.00,82.33,2.93,160.30,0.32,107.11,11.00,0.00,21692.00,6157.00,317.00,7216.00,7.00,7995.00,
2019,11,"AA","American Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",73.00,13.00,7.93,0.92,0.84,0.00,3.31,0.00,0.00,846.00,443.00,70.00,31.00,0.00,302.00,
2019,11,"AA","American Airlines Inc.","BUR","Burbank, CA: Bob Hope",77.00,33.00,10.44,0.00,16.06,0.00,6.50,0.00,1.00,1248.00,461.00,0.00,523.00,0.00,264.00,
2019,11,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",497.00,70.00,29.10,0.64,16.12,0.00,24.15,1.00,0.00,3857.00,1243.00,105.00,423.00,0.00,2086.00,
2019,11,"AA","American Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,11,"AA","American Airlines Inc.","CAE","Columbia, SC: Columbia Metropolitan",50.00,13.00,6.90,0.00,3.06,0.00,3.04,0.00,0.00,574.00,308.00,0.00,123.00,0.00,143.00,
2019,11,"AA","American Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",163.00,23.00,10.12,0.00,4.57,0.00,8.31,2.00,0.00,950.00,392.00,0.00,108.00,0.00,450.00,
2019,11,"AA","American Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",267.00,39.00,15.67,0.00,9.17,0.00,14.16,0.00,0.00,1648.00,721.00,0.00,202.00,0.00,725.00,
2019,11,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",8467.00,839.00,289.51,5.29,200.53,2.58,341.08,32.00,13.00,62163.00,30936.00,668.00,5748.00,95.00,24716.00,
2019,11,"AA","American Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",262.00,60.00,20.76,0.12,14.66,0.00,24.46,1.00,0.00,2884.00,986.00,8.00,450.00,0.00,1440.00,
2019,11,"AA","American Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",133.00,21.00,11.09,0.00,3.35,0.00,6.57,0.00,0.00,1582.00,1001.00,0.00,127.00,0.00,454.00,
2019,11,"AA","American Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",80.00,22.00,5.99,0.00,6.99,0.00,9.02,0.00,0.00,1793.00,868.00,0.00,199.00,0.00,726.00,
2019,11,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",2143.00,279.00,104.52,1.76,65.34,0.51,106.87,14.00,3.00,16955.00,6288.00,219.00,1999.00,23.00,8426.00,
2019,11,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",820.00,148.00,59.62,5.52,41.60,0.17,41.09,8.00,0.00,7401.00,2676.00,493.00,1443.00,10.00,2779.00,
2019,11,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",12815.00,2003.00,534.84,21.71,703.98,4.90,737.58,34.00,7.00,129869.00,51004.00,2837.00,22093.00,139.00,53796.00,
2019,11,"AA","American Airlines Inc.","DSM","Des Moines, IA: Des Moines International",106.00,21.00,5.56,0.00,4.74,0.00,10.70,0.00,0.00,733.00,134.00,0.00,140.00,0.00,459.00,
2019,11,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",378.00,50.00,16.62,0.00,15.98,0.00,17.40,0.00,0.00,2511.00,633.00,0.00,601.00,0.00,1277.00,
2019,11,"AA","American Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",23.00,3.00,0.04,1.00,1.00,0.00,0.96,0.00,2.00,128.00,2.00,23.00,59.00,0.00,44.00,
